Date ,Day,Month Name,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
11-07-2025,Friday,July,Q3,2025,EQ,1998.00,2004.80,1980.90,2006.20,1983.00,1983.70,1987.41,2027.10,1588.05,6258461.00,12438153798.20,125871.00
10-07-2025,Thursday,July,Q3,2025,EQ,2016.00,2017.00,2000.00,2011.20,2002.80,2006.20,2008.54,2027.10,1588.05,8515155.00,17103052403.80,184619.00
09-07-2025,Wednesday,July,Q3,2025,EQ,2007.00,2013.80,1998.10,2001.40,2008.50,2011.20,2007.10,2027.10,1588.05,6930714.00,13910645549.40,151284.00
08-07-2025,Tuesday,July,Q3,2025,EQ,1977.00,2005.00,1977.00,1987.40,1999.40,2001.40,1992.88,2027.10,1588.05,7612158.00,15170095365.50,199823.00
07-07-2025,Monday,July,Q3,2025,EQ,1989.00,1998.40,1983.80,1989.30,1985.50,1987.40,1989.37,2027.10,1588.05,5674713.00,11289078543.00,163393.00
04-07-2025,Friday,July,Q3,2025,EQ,1987.10,2003.50,1980.00,1987.10,1992.70,1989.30,1987.51,2027.10,1588.05,3931972.00,7814832915.60,150676.00
03-07-2025,Thursday,July,Q3,2025,EQ,1994.90,2008.00,1984.30,1986.00,1985.90,1987.10,1993.22,2027.10,1588.05,8430253.00,16803371805.60,182242.00
02-07-2025,Wednesday,July,Q3,2025,EQ,2019.90,2019.90,1977.90,2012.10,1985.50,1986.00,1990.25,2027.10,1588.05,9439125.00,18786219250.60,268429.00
01-07-2025,Tuesday,July,Q3,2025,EQ,2005.00,2016.00,2004.00,2001.50,2011.10,2012.10,2010.15,2027.10,1588.05,7194693.00,14462421818.60,169976.00
30-06-2025,Monday,June,Q2,2025,EQ,2011.50,2013.80,1995.50,2014.90,2000.00,2001.50,2001.16,2027.10,1588.05,6824510.00,13656939181.00,199780.00
27-06-2025,Friday,June,Q2,2025,EQ,2013.00,2019.80,1993.40,2021.80,2011.50,2014.90,2011.75,2027.10,1588.05,14106692.00,28379071385.70,226961.00
26-06-2025,Thursday,June,Q2,2025,EQ,1981.40,2027.10,1980.00,1980.20,2017.70,2021.80,2011.21,2027.10,1588.05,25042415.00,50365656414.50,343662.00
25-06-2025,Wednesday,June,Q2,2025,EQ,1966.00,1982.00,1963.90,1960.90,1980.00,1980.20,1977.13,1996.30,1588.05,9202966.00,18195446515.70,206190.00
24-06-2025,Tuesday,June,Q2,2025,EQ,1965.00,1979.00,1955.60,1948.40,1963.70,1960.90,1964.12,1996.30,1588.05,11312661.00,22219442191.50,231814.00
23-06-2025,Monday,June,Q2,2025,EQ,1948.40,1957.90,1941.80,1964.70,1948.10,1948.40,1948.19,1996.30,1588.05,5869759.00,11435395881.10,176324.00
20-06-2025,Friday,June,Q2,2025,EQ,1931.60,1969.90,1931.60,1935.30,1963.10,1964.70,1960.39,1996.30,1588.05,16450204.00,32248839586.40,261970.00
19-06-2025,Thursday,June,Q2,2025,EQ,1933.90,1946.80,1925.60,1933.90,1933.10,1935.30,1937.61,1996.30,1588.05,8438110.00,16349732658.70,202215.00
18-06-2025,Wednesday,June,Q2,2025,EQ,1917.00,1936.30,1917.00,1929.60,1932.50,1933.90,1928.12,1996.30,1588.05,9216908.00,17771302525.40,251910.00
17-06-2025,Tuesday,June,Q2,2025,EQ,1937.00,1941.60,1919.10,1935.40,1926.00,1929.60,1927.55,1996.30,1588.05,8489368.00,16363691276.80,219738.00
16-06-2025,Monday,June,Q2,2025,EQ,1924.00,1938.90,1920.10,1917.60,1936.90,1935.40,1933.31,1996.30,1588.05,8256873.00,15963122374.70,199177.00
13-06-2025,Friday,June,Q2,2025,EQ,1920.00,1933.00,1913.00,1943.40,1919.50,1917.60,1920.08,1996.30,1552.20,6058881.00,11633522704.60,187789.00
12-06-2025,Thursday,June,Q2,2025,EQ,1950.00,1961.00,1935.30,1950.40,1940.00,1943.40,1945.18,1996.30,1552.20,8174565.00,15901014848.90,179174.00
11-06-2025,Wednesday,June,Q2,2025,EQ,1967.60,1967.60,1947.00,1965.30,1947.90,1950.40,1956.28,1996.30,1552.20,5548197.00,10853832767.00,181762.00
10-06-2025,Tuesday,June,Q2,2025,EQ,1982.80,1982.80,1961.10,1978.90,1962.80,1965.30,1967.94,1996.30,1552.20,7766563.00,15284154944.50,281306.00
09-06-2025,Monday,June,Q2,2025,EQ,1995.00,1995.00,1975.90,1978.70,1980.10,1978.90,1982.15,1996.30,1552.20,6601294.00,13084780209.80,203285.00
06-06-2025,Friday,June,Q2,2025,EQ,1944.00,1996.30,1942.70,1949.60,1978.00,1978.70,1976.03,1996.30,1454.00,15063504.00,29765991590.30,354572.00
05-06-2025,Thursday,June,Q2,2025,EQ,1948.00,1958.90,1940.20,1941.20,1952.00,1949.60,1950.15,1978.90,1454.00,11127709.00,21700698216.20,216860.00
04-06-2025,Wednesday,June,Q2,2025,EQ,1921.00,1943.30,1920.90,1924.60,1939.50,1941.20,1935.52,1978.90,1454.00,6480771.00,12543693178.60,205372.00
03-06-2025,Tuesday,June,Q2,2025,EQ,1938.00,1952.00,1920.00,1932.10,1923.50,1924.60,1933.85,1978.90,1454.00,12188792.00,23571332796.70,202204.00
02-06-2025,Monday,June,Q2,2025,EQ,1930.10,1936.00,1908.00,1944.90,1931.00,1932.10,1924.65,1978.90,1454.00,7334411.00,14116152681.30,202297.00
30-05-2025,Friday,May,Q2,2025,EQ,1931.90,1948.80,1925.40,1927.50,1941.50,1944.90,1939.36,1978.90,1454.00,14374039.00,27876395261.10,152055.00
29-05-2025,Thursday,May,Q2,2025,EQ,1928.00,1940.80,1907.30,1923.50,1937.60,1927.50,1921.28,1978.90,1454.00,14458897.00,27779560938.60,215462.00
28-05-2025,Wednesday,May,Q2,2025,EQ,1920.20,1934.50,1917.70,1926.30,1928.40,1923.50,1922.92,1978.90,1454.00,9078797.00,17457806722.10,179687.00
27-05-2025,Tuesday,May,Q2,2025,EQ,1931.60,1948.00,1916.30,1940.20,1926.80,1926.30,1927.12,1978.90,1454.00,13081074.00,25208751300.70,202672.00
26-05-2025,Monday,May,Q2,2025,EQ,1935.00,1949.90,1926.90,1933.60,1940.30,1940.20,1939.47,1978.90,1454.00,5401430.00,10475911940.90,201842.00
23-05-2025,Friday,May,Q2,2025,EQ,1920.10,1937.00,1914.50,1919.90,1933.50,1933.60,1929.98,1978.90,1448.15,4783036.00,9231150800.40,116301.00
22-05-2025,Thursday,May,Q2,2025,EQ,1915.20,1924.20,1905.20,1926.80,1924.00,1919.90,1914.84,1978.90,1448.15,10653335.00,20399411133.40,255429.00
21-05-2025,Wednesday,May,Q2,2025,EQ,1927.00,1946.90,1921.10,1914.90,1925.20,1926.80,1930.42,1978.90,1448.15,7566020.00,14605582585.70,205548.00
20-05-2025,Tuesday,May,Q2,2025,EQ,1928.10,1934.60,1913.00,1938.70,1917.10,1914.90,1918.55,1978.90,1448.15,11939545.00,22906655882.10,176524.00
19-05-2025,Monday,May,Q2,2025,EQ,1937.00,1945.00,1931.00,1934.70,1937.10,1938.70,1938.13,1978.90,1448.15,5101482.00,9887338159.20,156815.00
16-05-2025,Friday,May,Q2,2025,EQ,1933.80,1943.80,1928.40,1933.80,1934.50,1934.70,1933.50,1978.90,1430.30,7934005.00,15340426257.00,175140.00
15-05-2025,Thursday,May,Q2,2025,EQ,1913.50,1944.80,1897.00,1910.60,1933.80,1933.80,1923.01,1978.90,1430.30,16120729.00,31000329957.90,224596.00
14-05-2025,Wednesday,May,Q2,2025,EQ,1922.10,1930.20,1903.00,1922.60,1913.50,1910.60,1914.76,1978.90,1430.30,7722654.00,14787000374.50,189542.00
13-05-2025,Tuesday,May,Q2,2025,EQ,1950.00,1961.70,1920.00,1957.20,1924.90,1922.60,1930.60,1978.90,1430.30,12121051.00,23400936924.40,234495.00
12-05-2025,Monday,May,Q2,2025,EQ,1917.60,1959.90,1912.30,1889.70,1956.40,1957.20,1948.86,1978.90,1430.30,9309486.00,18142865391.20,207249.00
09-05-2025,Friday,May,Q2,2025,EQ,1910.10,1919.00,1886.80,1928.50,1893.30,1889.70,1894.97,1978.90,1426.80,8594398.00,16286144558.60,292155.00
08-05-2025,Thursday,May,Q2,2025,EQ,1954.80,1954.80,1919.10,1945.60,1921.50,1928.50,1933.80,1978.90,1426.80,17401715.00,33651432174.30,280256.00
07-05-2025,Wednesday,May,Q2,2025,EQ,1934.00,1948.70,1922.40,1931.70,1945.00,1945.60,1939.91,1978.90,1426.80,10710389.00,20777145511.00,178998.00
06-05-2025,Tuesday,May,Q2,2025,EQ,1930.00,1940.10,1924.30,1936.80,1928.60,1931.70,1931.89,1978.90,1426.80,8745078.00,16894488689.10,140830.00
05-05-2025,Monday,May,Q2,2025,EQ,1939.00,1952.00,1932.30,1925.00,1935.80,1936.80,1940.79,1978.90,1426.80,7534012.00,14621940034.00,160044.00
02-05-2025,Friday,May,Q2,2025,EQ,1929.80,1941.90,1920.00,1925.00,1923.50,1925.00,1930.63,1978.90,1426.80,11406024.00,22020820771.50,236285.00
30-04-2025,Wednesday,April,Q2,2025,EQ,1913.00,1936.90,1910.30,1908.80,1920.10,1925.00,1925.02,1978.90,1426.80,15968435.00,30739492241.20,275126.00
29-04-2025,Tuesday,April,Q2,2025,EQ,1918.80,1928.80,1900.20,1920.20,1906.00,1908.80,1909.52,1978.90,1426.80,9459154.00,18062438512.30,186299.00
28-04-2025,Monday,April,Q2,2025,EQ,1911.20,1929.70,1908.40,1911.20,1921.00,1920.20,1922.17,1978.90,1426.80,6960246.00,13378745824.70,155527.00
25-04-2025,Friday,April,Q2,2025,EQ,1924.80,1933.00,1891.80,1916.80,1908.00,1911.20,1911.37,1978.90,1426.80,9250439.00,17681017343.80,201781.00
24-04-2025,Thursday,April,Q2,2025,EQ,1910.00,1923.90,1905.10,1923.90,1914.90,1916.80,1916.73,1978.90,1426.80,12965877.00,24852091752.80,227034.00
23-04-2025,Wednesday,April,Q2,2025,EQ,1978.90,1978.90,1920.50,1961.70,1920.70,1923.90,1939.04,1978.90,1426.80,15285321.00,29638923676.10,247823.00
22-04-2025,Tuesday,April,Q2,2025,EQ,1935.00,1970.60,1935.00,1927.10,1960.00,1961.70,1957.16,1970.60,1426.80,22980875.00,44977215852.40,512026.00
21-04-2025,Monday,April,Q2,2025,EQ,1924.00,1950.70,1910.00,1906.70,1925.20,1927.10,1930.83,1950.70,1426.80,17123649.00,33062832499.30,411337.00
17-04-2025,Thursday,April,Q2,2025,EQ,1882.00,1919.70,1876.70,1878.00,1905.80,1906.70,1901.41,1919.70,1426.80,17851542.00,33943168763.20,394807.00
16-04-2025,Wednesday,April,Q2,2025,EQ,1883.80,1883.80,1860.50,1864.90,1875.90,1878.00,1874.15,1883.80,1426.80,9568410.00,17932665363.90,252887.00
15-04-2025,Tuesday,April,Q2,2025,EQ,1865.00,1876.80,1855.00,1806.75,1865.60,1864.90,1866.76,1880.00,1426.80,24649172.00,46014108976.00,360194.00
11-04-2025,Friday,April,Q2,2025,EQ,1774.75,1819.40,1774.75,1765.00,1805.20,1806.75,1803.31,1880.00,1426.80,16387883.00,29552499474.85,395826.00
09-04-2025,Wednesday,April,Q2,2025,EQ,1765.00,1775.00,1753.50,1769.15,1765.30,1765.00,1761.66,1880.00,1426.80,11227304.00,19778728957.55,207950.00
08-04-2025,Tuesday,April,Q2,2025,EQ,1765.00,1782.00,1750.30,1757.70,1770.15,1769.15,1769.16,1880.00,1426.80,17781936.00,31459003790.15,355184.00
07-04-2025,Monday,April,Q2,2025,EQ,1762.80,1779.85,1738.20,1817.30,1760.05,1757.70,1759.15,1880.00,1426.80,18997725.00,33419875202.00,374557.00
04-04-2025,Friday,April,Q2,2025,EQ,1813.00,1841.95,1811.10,1794.85,1816.80,1817.30,1824.22,1880.00,1426.80,16770227.00,30592639918.20,316416.00
03-04-2025,Thursday,April,Q2,2025,EQ,1781.10,1804.00,1777.00,1796.90,1792.80,1794.85,1794.09,1880.00,1426.80,5625019.00,10091817304.10,147618.00
02-04-2025,Wednesday,April,Q2,2025,EQ,1770.70,1799.20,1770.70,1767.85,1798.90,1796.90,1791.24,1880.00,1426.80,5786782.00,10365535361.90,144509.00
01-04-2025,Tuesday,April,Q2,2025,EQ,1802.00,1809.90,1765.35,1828.20,1769.90,1767.85,1781.74,1880.00,1426.80,14255503.00,25399632617.35,409481.00
28-03-2025,Friday,March,Q1,2025,EQ,1829.00,1836.00,1805.85,1825.35,1825.50,1828.20,1821.88,1880.00,1421.25,14386824.00,26211031845.90,276619.00
27-03-2025,Thursday,March,Q1,2025,EQ,1800.00,1841.00,1798.10,1806.55,1821.20,1825.35,1827.55,1880.00,1421.25,20829050.00,38066130418.30,416415.00
26-03-2025,Wednesday,March,Q1,2025,EQ,1825.00,1827.50,1802.00,1821.45,1803.00,1806.55,1814.11,1880.00,1421.25,12239221.00,22203311052.10,265431.00
25-03-2025,Tuesday,March,Q1,2025,EQ,1804.90,1843.70,1801.50,1800.00,1816.00,1821.45,1825.84,1880.00,1421.25,19550708.00,35696516139.20,407401.00
24-03-2025,Monday,March,Q1,2025,EQ,1779.00,1804.40,1773.65,1770.35,1802.80,1800.00,1794.28,1880.00,1421.25,8696868.00,15604655158.80,286856.00
21-03-2025,Friday,March,Q1,2025,EQ,1755.55,1774.10,1755.55,1768.75,1772.50,1770.35,1766.98,1880.00,1421.25,16754132.00,29604196148.95,210244.00
20-03-2025,Thursday,March,Q1,2025,EQ,1754.00,1774.00,1749.30,1744.10,1766.60,1768.75,1760.62,1880.00,1421.25,8916989.00,15699398473.15,218030.00
19-03-2025,Wednesday,March,Q1,2025,EQ,1735.00,1751.00,1732.20,1732.20,1743.95,1744.10,1743.72,1880.00,1421.25,7610703.00,13270934759.25,201878.00
18-03-2025,Tuesday,March,Q1,2025,EQ,1728.00,1737.40,1715.05,1710.40,1735.60,1732.20,1729.28,1880.00,1421.25,10953589.00,18941785563.70,248631.00
17-03-2025,Monday,March,Q1,2025,EQ,1705.00,1724.00,1705.00,1706.60,1710.50,1710.40,1711.13,1880.00,1421.25,9475957.00,16214635449.55,365060.00
13-03-2025,Thursday,March,Q1,2025,EQ,1716.05,1720.80,1700.05,1711.15,1705.00,1706.60,1711.11,1880.00,1421.25,7868132.00,13463215400.70,185351.00
12-03-2025,Wednesday,March,Q1,2025,EQ,1691.55,1718.50,1691.55,1685.50,1711.80,1711.15,1710.44,1880.00,1421.25,9392053.00,16064564334.10,277146.00
11-03-2025,Tuesday,March,Q1,2025,EQ,1682.40,1694.00,1670.05,1687.50,1687.90,1685.50,1685.65,1880.00,1421.25,9949215.00,16770918814.65,272484.00
10-03-2025,Monday,March,Q1,2025,EQ,1689.00,1699.90,1683.05,1689.25,1688.70,1687.50,1689.67,1880.00,1421.25,7802025.00,13182846005.05,284969.00
07-03-2025,Friday,March,Q1,2025,EQ,1682.00,1701.15,1677.60,1691.20,1688.00,1689.25,1690.66,1880.00,1421.25,6686457.00,11304555576.90,191461.00
06-03-2025,Thursday,March,Q1,2025,EQ,1687.00,1699.90,1672.25,1690.00,1692.40,1691.20,1686.14,1880.00,1421.25,16483044.00,27792685275.85,399697.00
05-03-2025,Wednesday,March,Q1,2025,EQ,1701.95,1710.80,1688.25,1710.00,1692.10,1690.00,1695.97,1880.00,1421.25,10791936.00,18302795483.00,361183.00
04-03-2025,Tuesday,March,Q1,2025,EQ,1698.00,1714.30,1693.25,1701.55,1711.30,1710.00,1706.30,1880.00,1421.25,9960479.00,16995592810.65,323741.00
03-03-2025,Monday,March,Q1,2025,EQ,1739.80,1743.05,1694.10,1732.40,1703.55,1701.55,1709.27,1880.00,1421.25,10602682.00,18122815702.35,298350.00
28-02-2025,Friday,February,Q1,2025,EQ,1685.00,1737.25,1685.00,1700.70,1730.15,1732.40,1721.14,1880.00,1397.30,27258364.00,46915554649.05,439035.00
27-02-2025,Thursday,February,Q1,2025,EQ,1682.55,1710.75,1682.55,1682.35,1698.25,1700.70,1701.04,1880.00,1397.30,17893400.00,30437323745.00,333728.00
25-02-2025,Tuesday,February,Q1,2025,EQ,1671.10,1688.00,1671.10,1677.10,1680.85,1682.35,1681.80,1880.00,1397.30,12069354.00,20298255600.95,222521.00
24-02-2025,Monday,February,Q1,2025,EQ,1681.10,1684.20,1661.10,1692.50,1677.00,1677.10,1672.34,1880.00,1397.30,10346823.00,17303402535.10,245559.00
21-02-2025,Friday,February,Q1,2025,EQ,1680.90,1694.95,1677.25,1687.10,1690.00,1692.50,1686.23,1880.00,1397.30,7840470.00,13220829593.15,292907.00
20-02-2025,Thursday,February,Q1,2025,EQ,1711.00,1714.70,1685.30,1727.20,1685.95,1687.10,1695.04,1880.00,1397.30,13195255.00,22366435828.30,246655.00
19-02-2025,Wednesday,February,Q1,2025,EQ,1717.00,1737.90,1712.45,1723.05,1725.05,1727.20,1727.42,1880.00,1397.30,5942056.00,10264454339.75,300603.00
18-02-2025,Tuesday,February,Q1,2025,EQ,1713.05,1731.55,1706.15,1717.35,1723.00,1723.05,1721.09,1880.00,1397.30,8175455.00,14070671116.40,322226.00
17-02-2025,Monday,February,Q1,2025,EQ,1685.20,1720.00,1681.25,1694.85,1719.00,1717.35,1702.14,1880.00,1397.30,6469473.00,11011975039.00,262946.00
14-02-2025,Friday,February,Q1,2025,EQ,1701.90,1701.90,1680.00,1697.70,1694.40,1694.85,1690.46,1880.00,1363.55,9979946.00,16870660139.45,309031.00
13-02-2025,Thursday,February,Q1,2025,EQ,1699.00,1714.25,1693.55,1706.80,1698.95,1697.70,1702.88,1880.00,1363.55,6301217.00,10730216799.15,200278.00
12-02-2025,Wednesday,February,Q1,2025,EQ,1693.00,1712.00,1681.20,1701.40,1710.65,1706.80,1696.59,1880.00,1363.55,11404785.00,19349271431.55,286053.00
11-02-2025,Tuesday,February,Q1,2025,EQ,1703.00,1711.00,1688.70,1715.75,1700.95,1701.40,1700.06,1880.00,1363.55,11362352.00,19316630388.15,182730.00
10-02-2025,Monday,February,Q1,2025,EQ,1717.30,1723.45,1708.50,1732.75,1716.60,1715.75,1715.57,1880.00,1363.55,8597975.00,14750390095.15,175150.00
07-02-2025,Friday,February,Q1,2025,EQ,1750.00,1767.00,1725.00,1743.85,1732.00,1732.75,1744.99,1880.00,1363.55,11754800.00,20512007682.55,326327.00
06-02-2025,Thursday,February,Q1,2025,EQ,1735.50,1749.00,1724.00,1737.80,1746.50,1743.85,1735.75,1880.00,1363.55,13380358.00,23225008521.55,225108.00
05-02-2025,Wednesday,February,Q1,2025,EQ,1733.00,1744.20,1718.90,1720.90,1734.80,1737.80,1733.84,1880.00,1363.55,11837753.00,20524785237.35,275185.00
04-02-2025,Tuesday,February,Q1,2025,EQ,1688.70,1725.80,1680.05,1678.00,1716.30,1720.90,1710.93,1880.00,1363.55,14308251.00,24480395914.25,342091.00
03-02-2025,Monday,February,Q1,2025,EQ,1670.00,1686.80,1663.45,1690.95,1679.60,1678.00,1679.49,1880.00,1363.55,10138270.00,17027093333.70,230780.00
01-02-2025,Saturday,February,Q1,2025,EQ,1697.50,1713.00,1676.05,1698.75,1692.00,1690.95,1694.22,1880.00,1363.55,2793764.00,4733238897.95,88839.00
31-01-2025,Friday,January,Q1,2025,EQ,1687.25,1704.70,1683.95,1691.50,1699.50,1698.75,1696.52,1880.00,1363.55,7910843.00,13420873179.40,215938.00
30-01-2025,Thursday,January,Q1,2025,EQ,1681.00,1697.90,1672.55,1677.30,1693.10,1691.50,1685.73,1880.00,1363.55,12872423.00,21699404205.05,263161.00
29-01-2025,Wednesday,January,Q1,2025,EQ,1675.00,1681.15,1668.85,1670.40,1676.00,1677.30,1675.45,1880.00,1363.55,6309945.00,10571994646.45,196187.00
28-01-2025,Tuesday,January,Q1,2025,EQ,1647.00,1684.30,1647.00,1629.80,1673.30,1670.40,1670.57,1880.00,1363.55,15089656.00,25208271808.85,350835.00
27-01-2025,Monday,January,Q1,2025,EQ,1641.10,1643.60,1626.00,1649.80,1629.50,1629.80,1632.37,1880.00,1363.55,11402083.00,18612439467.95,277125.00
24-01-2025,Friday,January,Q1,2025,EQ,1660.00,1670.30,1644.50,1664.90,1645.00,1649.80,1658.68,1880.00,1363.55,12118100.00,20100037678.05,271994.00
23-01-2025,Thursday,January,Q1,2025,EQ,1687.00,1687.00,1651.25,1666.05,1665.00,1664.90,1665.84,1880.00,1363.55,17454579.00,29076566202.70,445411.00
22-01-2025,Wednesday,January,Q1,2025,EQ,1642.40,1671.90,1625.45,1642.40,1671.90,1666.05,1653.85,1880.00,1363.55,15309653.00,25319845164.80,367130.00
21-01-2025,Tuesday,January,Q1,2025,EQ,1658.25,1661.05,1633.05,1651.25,1645.75,1642.40,1645.24,1880.00,1363.55,15579072.00,25631380761.95,270722.00
20-01-2025,Monday,January,Q1,2025,EQ,1626.00,1660.95,1626.00,1636.75,1652.85,1651.25,1646.81,1880.00,1363.55,8778809.00,14457009775.10,226533.00
17-01-2025,Friday,January,Q1,2025,EQ,1643.50,1650.50,1628.50,1652.05,1636.70,1636.75,1636.01,1880.00,1363.55,11556038.00,18905738551.00,214237.00
16-01-2025,Thursday,January,Q1,2025,EQ,1652.85,1660.55,1642.85,1643.05,1654.85,1652.05,1650.92,1880.00,1363.55,10606227.00,17510025478.45,215124.00
15-01-2025,Wednesday,January,Q1,2025,EQ,1656.50,1662.70,1636.30,1646.60,1645.70,1643.05,1648.56,1880.00,1363.55,7011446.00,11558819066.05,207907.00
14-01-2025,Tuesday,January,Q1,2025,EQ,1639.90,1656.20,1637.00,1630.85,1650.75,1646.60,1646.85,1880.00,1363.55,13330716.00,21953639202.10,315905.00
13-01-2025,Monday,January,Q1,2025,EQ,1640.00,1646.75,1624.30,1656.75,1632.10,1630.85,1634.50,1880.00,1363.55,10834533.00,17709048137.70,275849.00
10-01-2025,Friday,January,Q1,2025,EQ,1671.00,1674.90,1654.00,1667.80,1657.00,1656.75,1664.65,1880.00,1363.55,8726640.00,14526837756.80,215325.00
